Datum,Uhrzeit,Lat,Lon,Adresse,Abschnitt_km,Kumuliert_km,Grund
2024-02-12,17:00:00,52.354410,13.413185,,0.416,76.964,Blankenfelde-Mahlow
2024-02-12,17:00:00,52.353008,13.406060,,0.508,77.473,Blankenfelde-Mahlow
2024-02-12,18:30:12,52.365398,13.411767,,1.431,78.904,Blankenfelde-Mahlow
2024-02-12,18:30:12,52.353220,13.407385,,1.386,80.290,Blankenfelde-Mahlow
2024-02-12,18:44:53,52.516835,13.426471,,18.239,98.529,Blankenfelde-Mahlow
2024-02-12,19:00:00,52.354588,13.408384,,18.083,116.612,Blankenfelde-Mahlow
2024-02-12,19:00:00,52.358201,13.404844,,0.468,117.080,Blankenfelde-Mahlow
2024-02-12,19:00:00,52.367253,13.396469,,1.156,118.236,Blankenfelde-Mahlow
2024-02-12,19:00:00,52.516766,13.426593,"Lichtenberger Straße, 10179 Berlin",16.750,134.986,Blankenfelde-Mahlow
2024-02-15,05:00:00,52.518285,13.427001,"Strausberger Platz, 10243 Berlin",0.000,0.000,Blankenfelde-Mahlow
2024-02-15,07:00:00,52.515711,13.422826,,0.402,0.402,Blankenfelde-Mahlow
2024-02-15,07:00:00,52.516792,13.426614,,0.283,0.685,Blankenfelde-Mahlow
2024-02-15,07:00:00,52.520703,13.426705,,0.435,1.120,Blankenfelde-Mahlow
2024-02-15,07:00:00,52.519618,13.428818,,0.187,1.307,Blankenfelde-Mahlow
2024-02-15,07:00:00,52.516163,13.426597,,0.413,1.720,Blankenfelde-Mahlow
2024-02-15,07:00:00,52.504507,13.440510,,1.602,3.322,Blankenfelde-Mahlow
2024-02-15,07:00:00,52.506336,13.437552,,0.285,3.607,Blankenfelde-Mahlow
2024-02-15,07:00:00,52.503417,13.444373,,0.564,4.172,Blankenfelde-Mahlow
2024-02-15,07:00:00,52.490073,13.460365,,1.837,6.008,Blankenfelde-Mahlow
2024-02-15,07:00:00,52.475575,13.474795,,1.885,7.894,Blankenfelde-Mahlow
2024-02-15,07:00:00,52.468589,13.461384,,1.195,9.089,Blankenfelde-Mahlow
2024-02-15,07:00:00,52.438773,13.487728,,3.765,12.854,Blankenfelde-Mahlow
2024-02-15,07:49:14,52.516748,13.427032,,9.595,22.450,Blankenfelde-Mahlow
2024-02-15,07:49:14,52.520703,13.426705,,0.440,22.890,Blankenfelde-Mahlow
2024-02-15,08:06:32,52.519618,13.428818,,0.187,23.077,Blankenfelde-Mahlow
2024-02-15,08:06:32,52.365924,13.412055,,17.128,40.205,Blankenfelde-Mahlow
2024-02-15,09:00:00,52.368747,13.403399,,0.666,40.871,Blankenfelde-Mahlow
2024-02-15,09:00:00,52.365978,13.411829,,0.650,41.521,Blankenfelde-Mahlow
2024-02-15,11:00:00,52.363425,13.411371,"Trebbiner Straße, 15831 Waldblick",0.286,41.807,Blankenfelde-Mahlow
2024-02-15,13:00:00,52.366619,13.407166,"Eichenhof, 15831 Waldblick",0.456,42.263,Blankenfelde-Mahlow
2024-02-15,13:00:00,52.365958,13.412073,,0.341,42.604,Blankenfelde-Mahlow
2024-02-15,17:00:00,52.366619,13.407166,"Eichenhof, 15831 Waldblick",0.341,42.945,Blankenfelde-Mahlow
2024-02-15,17:00:00,52.364439,13.411389,,0.375,43.320,Blankenfelde-Mahlow
2024-02-15,17:00:00,52.360391,13.409111,,0.476,43.796,Blankenfelde-Mahlow
2024-02-15,18:34:11,52.365991,13.411884,,0.651,44.447,Blankenfelde-Mahlow
2024-02-15,18:34:11,52.360391,13.409111,,0.651,45.098,Blankenfelde-Mahlow
2024-02-15,19:00:00,52.393191,13.392846,,3.811,48.908,Blankenfelde-Mahlow
2024-02-15,19:00:00,52.446380,13.361756,,6.279,55.187,Blankenfelde-Mahlow
2024-02-15,19:00:00,52.473719,13.363931,,3.044,58.231,Blankenfelde-Mahlow
2024-02-15,19:00:00,52.475986,13.365312,,0.269,58.500,Blankenfelde-Mahlow
2024-02-15,19:00:00,52.515913,13.418242,,5.705,64.205,Blankenfelde-Mahlow
2024-02-15,19:00:00,52.516440,13.421861,,0.252,64.457,Blankenfelde-Mahlow
2024-02-15,19:00:00,52.516794,13.426625,,0.325,64.781,Blankenfelde-Mahlow
2024-02-15,19:02:10,52.360691,13.408280,,17.402,82.184,Blankenfelde-Mahlow
2024-02-15,19:02:10,52.473794,13.363968,,12.930,95.114,Blankenfelde-Mahlow
2024-02-15,19:27:32,52.475716,13.365552,,0.239,95.353,Blankenfelde-Mahlow
2024-02-15,19:31:16,52.467580,13.431260,,4.542,99.895,Blankenfelde-Mahlow
2024-02-15,19:38:56,52.515580,13.418240,,5.410,105.305,Blankenfelde-Mahlow
2024-02-15,19:55:58,52.516794,13.426625,,0.583,105.888,Blankenfelde-Mahlow
2024-02-15,20:10:01,52.516835,13.426471,"Lichtenberger Straße, 10179 Berlin",0.011,105.899,Blankenfelde-Mahlow
2024-02-20,07:00:00,52.516817,13.426449,"Lichtenberger Straße, 10179 Berlin",0.000,0.000,Blankenfelde-Mahlow
2024-02-20,07:00:00,52.521492,13.425683,,0.522,0.522,Blankenfelde-Mahlow
2024-02-20,07:00:00,52.505291,13.439135,,2.018,2.541,Blankenfelde-Mahlow
2024-02-20,07:00:00,52.499220,13.459221,,1.518,4.059,Blankenfelde-Mahlow
2024-02-20,07:00:00,52.497328,13.462291,,0.296,4.355,Blankenfelde-Mahlow
2024-02-20,07:00:00,52.492251,13.457890,,0.638,4.993,Blankenfelde-Mahlow
2024-02-20,07:00:00,52.477697,13.478258,,2.126,7.119,Blankenfelde-Mahlow
2024-02-20,07:00:00,52.470061,13.463968,,1.288,8.407,Blankenfelde-Mahlow
2024-02-20,07:00:00,52.439036,13.487294,,3.795,12.201,Blankenfelde-Mahlow
2024-02-20,07:00:00,52.429651,13.506552,,1.671,13.873,Blankenfelde-Mahlow
2024-02-20,07:00:00,52.427928,13.516245,,0.685,14.557,Blankenfelde-Mahlow
2024-02-20,07:00:00,52.394735,13.521401,,3.707,18.265,Blankenfelde-Mahlow
2024-02-20,07:00:00,52.385903,13.503010,,1.588,19.853,Blankenfelde-Mahlow
2024-02-20,07:00:00,52.386495,13.498961,,0.283,20.135,Blankenfelde-Mahlow
2024-02-20,07:00:00,52.369906,13.460829,,3.178,23.314,Blankenfelde-Mahlow
2024-02-20,07:00:00,52.367238,13.425294,,2.431,25.745,Blankenfelde-Mahlow
2024-02-20,07:00:00,52.365505,13.411364,,0.965,26.710,Blankenfelde-Mahlow
2024-02-20,07:56:24,52.516817,13.426449,,16.856,43.566,Blankenfelde-Mahlow
2024-02-20,07:56:24,52.365505,13.411364,,16.856,60.422,Blankenfelde-Mahlow
2024-02-20,11:00:00,52.362999,13.412124,"Trebbiner Straße, 15831 Waldblick",0.283,60.706,Blankenfelde-Mahlow
2024-02-20,11:00:00,52.365966,13.411968,,0.330,61.036,Blankenfelde-Mahlow
2024-02-20,11:00:00,52.362999,13.412124,,0.330,61.366,Blankenfelde-Mahlow
2024-02-20,11:00:00,52.365977,13.411856,,0.332,61.697,Blankenfelde-Mahlow
2024-02-20,11:00:00,52.362999,13.412124,,0.332,62.029,Blankenfelde-Mahlow
2024-02-20,11:00:00,52.359079,13.434639,,1.590,63.619,Blankenfelde-Mahlow
2024-02-20,11:59:35,52.365982,13.411854,,1.727,65.346,Blankenfelde-Mahlow
2024-02-20,11:59:35,52.359079,13.434639,,1.727,67.073,Blankenfelde-Mahlow
2024-02-20,12:10:01,52.357961,13.436219,,0.164,67.237,Blankenfelde-Mahlow
2024-02-20,12:45:14,52.364439,13.411389,,1.834,69.071,Blankenfelde-Mahlow
2024-02-20,12:54:24,52.365961,13.411921,,0.173,69.244,Blankenfelde-Mahlow
2024-02-20,13:00:00,52.366829,13.405343,,0.457,69.701,Blankenfelde-Mahlow
2024-02-20,13:00:00,52.365961,13.411938,,0.458,70.159,Blankenfelde-Mahlow
2024-02-20,17:00:00,52.362453,13.411654,"Trebbiner Straße, 15831 Waldblick",0.391,70.549,Blankenfelde-Mahlow
2024-02-20,17:00:00,52.365969,13.411940,,0.391,70.941,Blankenfelde-Mahlow
2024-02-20,17:00:00,52.366540,13.422540,,0.723,71.663,Blankenfelde-Mahlow
2024-02-20,17:00:00,52.365991,13.411899,,0.725,72.388,Blankenfelde-Mahlow
2024-02-20,17:43:39,52.361773,13.412555,,0.471,72.860,Blankenfelde-Mahlow
2024-02-20,17:58:41,52.363959,13.411867,,0.248,73.107,Blankenfelde-Mahlow
2024-02-20,17:58:41,52.365969,13.411940,,0.224,73.331,Blankenfelde-Mahlow
2024-02-20,19:00:00,52.368648,13.407203,,0.438,73.769,Blankenfelde-Mahlow
2024-02-20,19:00:00,52.365968,13.411968,,0.440,74.209,Blankenfelde-Mahlow
2024-02-20,19:00:00,52.366829,13.405343,,0.460,74.669,Blankenfelde-Mahlow
2024-02-20,19:00:00,52.365974,13.411945,,0.458,75.127,Blankenfelde-Mahlow
2024-02-20,19:00:00,52.366829,13.405343,,0.458,75.585,Blankenfelde-Mahlow
2024-02-20,19:00:00,52.365986,13.411979,,0.460,76.046,Blankenfelde-Mahlow
2024-02-20,21:00:00,52.362999,13.412124,"Trebbiner Straße, 15831 Waldblick",0.332,76.378,Blankenfelde-Mahlow
2024-02-20,21:00:00,52.365972,13.411903,,0.331,76.709,Blankenfelde-Mahlow
2024-02-20,21:00:00,52.368648,13.407203,,0.436,77.145,Blankenfelde-Mahlow
2024-02-20,21:00:00,52.365974,13.412075,,0.445,77.590,Blankenfelde-Mahlow
2024-02-20,21:00:00,52.361629,13.412243,,0.483,78.073,Blankenfelde-Mahlow
2024-02-20,21:00:00,52.365988,13.411943,,0.485,78.558,Blankenfelde-Mahlow
2024-02-20,21:16:32,52.361629,13.412243,,0.485,79.043,Blankenfelde-Mahlow
2024-02-20,21:40:56,52.365961,13.411921,,0.482,79.525,Blankenfelde-Mahlow
2024-02-20,23:00:00,52.368648,13.407203,,0.438,79.963,Blankenfelde-Mahlow
2024-02-20,23:00:00,52.365948,13.411939,"Kirschenhof, 15831 Waldblick",0.440,80.403,Blankenfelde-Mahlow
2024-02-21,07:00:00,52.363425,13.411371,"Trebbiner Straße, 15831 Waldblick",0.000,0.000,Blankenfelde-Mahlow
2024-02-21,09:00:00,52.368648,13.407203,,0.646,0.646,Blankenfelde-Mahlow
2024-02-21,09:00:00,52.363425,13.411371,,0.646,1.292,Blankenfelde-Mahlow
2024-02-21,09:00:00,52.365981,13.411945,,0.287,1.579,Blankenfelde-Mahlow
2024-02-21,11:00:00,52.368648,13.407203,"L 76, 15831 Waldblick",0.438,2.017,Blankenfelde-Mahlow
2024-02-21,11:00:00,52.365960,13.411974,,0.441,2.457,Blankenfelde-Mahlow
2024-02-21,13:00:00,52.365463,13.408447,"Herbert-Tschäpe-Straße, 15831 Waldblick",0.246,2.703,Blankenfelde-Mahlow
2024-02-21,13:00:00,52.360856,13.409379,,0.516,3.219,Blankenfelde-Mahlow
2024-02-21,13:00:00,52.362726,13.407261,,0.253,3.472,Blankenfelde-Mahlow
2024-02-21,13:00:00,52.398722,13.389222,,4.186,7.658,Blankenfelde-Mahlow
2024-02-21,13:00:00,52.409964,13.383160,,1.316,8.974,Blankenfelde-Mahlow
2024-02-21,13:00:00,52.424064,13.374864,,1.666,10.639,Blankenfelde-Mahlow
2024-02-21,14:31:59,52.360254,13.407964,,7.442,18.082,Blankenfelde-Mahlow
2024-02-21,14:31:59,52.361454,13.407708,,0.135,18.216,Blankenfelde-Mahlow
2024-02-21,14:44:29,52.423585,13.375186,,7.253,25.469,Blankenfelde-Mahlow
2024-02-21,15:00:00,52.457604,13.356221,,3.995,29.464,Blankenfelde-Mahlow
2024-02-21,15:00:00,52.516587,13.380078,,6.755,36.219,Blankenfelde-Mahlow
2024-02-21,15:00:00,52.518839,13.408098,,1.912,38.131,Blankenfelde-Mahlow
2024-02-21,15:00:00,52.518568,13.403916,,0.285,38.416,Blankenfelde-Mahlow
2024-02-21,15:00:00,52.520294,13.412509,,0.612,39.028,Blankenfelde-Mahlow
2024-02-21,15:00:00,52.517889,13.427488,,1.048,40.076,Blankenfelde-Mahlow
2024-02-21,15:03:08,52.459527,13.356043,,8.094,48.170,Blankenfelde-Mahlow
2024-02-21,15:32:02,52.516788,13.426594,,7.960,56.130,Blankenfelde-Mahlow
2024-02-21,17:00:00,52.515466,13.419927,,0.474,56.605,Blankenfelde-Mahlow
2024-02-21,17:00:00,52.521459,13.415678,,0.726,57.330,Blankenfelde-Mahlow
2024-02-21,17:00:00,52.518823,13.411193,,0.422,57.752,Blankenfelde-Mahlow
2024-02-21,17:00:00,52.516958,13.391933,,1.320,59.072,Blankenfelde-Mahlow
2024-02-21,17:00:00,52.516933,13.385889,,0.409,59.481,Blankenfelde-Mahlow
2024-02-21,17:00:00,52.514670,13.378662,,0.550,60.031,Blankenfelde-Mahlow
2024-02-21,18:41:54,52.517823,13.427199,,3.303,63.334,Blankenfelde-Mahlow
2024-02-21,18:41:54,52.509000,13.261875,,11.230,74.564,Blankenfelde-Mahlow
2024-02-21,19:00:00,52.515810,13.372074,,7.496,82.060,Blankenfelde-Mahlow
2024-02-21,19:00:00,52.512262,13.326950,,3.079,85.139,Blankenfelde-Mahlow
2024-02-21,19:00:00,52.510265,13.283032,,2.980,88.119,Blankenfelde-Mahlow
2024-02-21,19:00:00,52.509198,13.269349,,0.934,89.053,Blankenfelde-Mahlow
2024-02-21,19:00:00,52.509000,13.261875,,0.506,89.559,Blankenfelde-Mahlow
2024-02-21,23:00:00,52.508802,13.258635,"Heerstraße, 14052 Berlin",0.220,89.779,Blankenfelde-Mahlow
2024-02-21,23:00:00,52.509540,13.277391,,1.272,91.051,Blankenfelde-Mahlow
2024-02-21,23:00:00,52.518386,13.282103,,1.034,92.085,Blankenfelde-Mahlow
2024-02-21,23:00:00,52.513502,13.335673,,3.665,95.751,Blankenfelde-Mahlow
2024-02-21,23:00:00,52.515604,13.393099,,3.893,99.644,Blankenfelde-Mahlow
2024-02-21,23:00:00,52.520675,13.416365,,1.672,101.316,Blankenfelde-Mahlow
2024-02-21,23:00:00,52.518013,13.417830,,0.312,101.628,Blankenfelde-Mahlow
2024-02-21,23:00:00,52.514063,13.423256,,0.572,102.201,Blankenfelde-Mahlow
2024-02-21,23:00:00,52.517973,13.432655,,0.770,102.971,Blankenfelde-Mahlow
2024-02-21,23:00:00,52.515711,13.422826,,0.711,103.682,Blankenfelde-Mahlow
2024-02-21,23:00:00,52.516801,13.426646,,0.286,103.967,Blankenfelde-Mahlow
2024-02-21,23:23:31,52.509373,13.262342,,11.149,115.117,Blankenfelde-Mahlow
2024-02-21,23:23:31,52.508802,13.258635,,0.259,115.375,Blankenfelde-Mahlow
2024-02-21,23:28:42,52.514063,13.423256,,11.156,126.531,Blankenfelde-Mahlow
2024-02-21,23:54:05,52.515711,13.422826,"Singerstraße, 10179 Berlin",0.186,126.717,Blankenfelde-Mahlow
2024-02-25,09:00:00,52.516743,13.426614,"Lichtenberger Straße, 10179 Berlin",0.000,0.000,Blankenfelde-Mahlow
2024-02-25,09:00:00,52.514963,13.433285,,0.493,0.493,Blankenfelde-Mahlow
2024-02-25,09:00:00,52.515315,13.436318,,0.209,0.702,Blankenfelde-Mahlow
2024-02-25,09:00:00,52.514061,13.439429,,0.252,0.954,Blankenfelde-Mahlow
2024-02-25,09:00:00,52.516891,13.440770,,0.327,1.282,Blankenfelde-Mahlow
2024-02-25,09:00:00,52.515820,13.453486,,0.869,2.150,Blankenfelde-Mahlow
2024-02-25,09:00:00,52.509991,13.514653,,4.190,6.340,Blankenfelde-Mahlow
2024-02-25,09:00:00,52.508608,13.560983,,3.139,9.479,Blankenfelde-Mahlow
2024-02-25,09:00:00,52.505164,13.575489,,1.054,10.533,Blankenfelde-Mahlow
2024-02-25,09:00:00,52.505031,13.581160,,0.384,10.917,Blankenfelde-Mahlow
2024-02-25,09:00:00,52.503046,13.581988,,0.228,11.145,Blankenfelde-Mahlow
2024-02-25,09:00:00,52.502043,13.597174,,1.034,12.179,Blankenfelde-Mahlow
2024-02-25,09:00:00,52.499628,13.595957,,0.281,12.460,Blankenfelde-Mahlow
2024-02-25,09:00:00,52.497339,13.597865,,0.285,12.745,Blankenfelde-Mahlow
2024-02-25,09:00:00,52.496124,13.600344,,0.216,12.961,Blankenfelde-Mahlow
2024-02-25,09:00:00,52.495238,13.605899,,0.389,13.349,Blankenfelde-Mahlow
2024-02-25,09:00:00,52.491882,13.604304,,0.388,13.738,Blankenfelde-Mahlow
2024-02-25,09:00:00,52.491284,13.607146,,0.204,13.941,Blankenfelde-Mahlow
2024-02-25,09:00:00,52.475048,13.600057,,1.868,15.810,Blankenfelde-Mahlow
2024-02-25,09:00:00,52.466245,13.584394,,1.444,17.253,Blankenfelde-Mahlow
2024-02-25,09:00:00,52.463341,13.583708,,0.326,17.579,Blankenfelde-Mahlow
2024-02-25,09:00:00,52.451237,13.572215,,1.555,19.134,Blankenfelde-Mahlow
2024-02-25,09:00:00,52.455524,13.566551,,0.612,19.746,Blankenfelde-Mahlow
2024-02-25,09:00:00,52.456382,13.561512,,0.354,20.101,Blankenfelde-Mahlow
2024-02-25,09:00:00,52.455963,13.558638,,0.200,20.301,Blankenfelde-Mahlow
2024-02-25,09:00:00,52.440345,13.559969,,1.739,22.040,Blankenfelde-Mahlow
2024-02-25,09:00:00,52.437212,13.562138,,0.378,22.418,Blankenfelde-Mahlow
2024-02-25,09:00:00,52.429253,13.550892,,1.168,23.586,Blankenfelde-Mahlow
2024-02-25,09:00:00,52.416368,13.568865,,1.881,25.467,Blankenfelde-Mahlow
2024-02-25,09:00:00,52.394985,13.534788,,3.316,28.784,Blankenfelde-Mahlow
2024-02-25,09:00:00,52.379016,13.488266,,3.622,32.406,Blankenfelde-Mahlow
2024-02-25,09:00:00,52.372987,13.484548,,0.716,33.122,Blankenfelde-Mahlow
2024-02-25,09:00:00,52.368709,13.475993,,0.751,33.873,Blankenfelde-Mahlow
2024-02-25,09:00:00,52.365839,13.460591,,1.093,34.966,Blankenfelde-Mahlow
2024-02-25,09:00:00,52.361936,13.452552,,0.697,35.663,Blankenfelde-Mahlow
2024-02-25,09:00:00,52.367205,13.413245,,2.732,38.396,Blankenfelde-Mahlow
2024-02-25,09:00:00,52.365369,13.411711,,0.229,38.625,Blankenfelde-Mahlow
2024-02-25,09:15:45,52.516981,13.426515,,16.888,55.513,Blankenfelde-Mahlow
2024-02-25,09:15:45,52.491286,13.607146,,12.555,68.069,Blankenfelde-Mahlow
2024-02-25,09:54:09,52.365369,13.411711,,19.277,87.346,Blankenfelde-Mahlow
2024-02-25,11:00:00,52.368747,13.403399,,0.678,88.024,Blankenfelde-Mahlow
2024-02-25,11:00:00,52.365973,13.411934,,0.657,88.681,Blankenfelde-Mahlow
2024-02-25,13:00:00,52.365563,13.408156,"Berliner Straße, 15831 Waldblick",0.261,88.941,Blankenfelde-Mahlow
2024-02-25,13:00:00,52.360576,13.409627,,0.563,89.505,Blankenfelde-Mahlow
2024-02-25,13:00:00,52.358688,13.410326,,0.215,89.720,Blankenfelde-Mahlow
2024-02-25,13:00:00,52.349048,13.428704,,1.645,91.365,Blankenfelde-Mahlow
2024-02-25,13:00:00,52.347082,13.426514,,0.264,91.630,Blankenfelde-Mahlow
2024-02-25,13:00:00,52.366236,13.408916,,2.442,94.072,Blankenfelde-Mahlow
2024-02-25,13:00:00,52.366050,13.411891,,0.203,94.275,Blankenfelde-Mahlow
2024-02-25,15:00:00,52.366240,13.409087,"Ahornhof, 15831 Waldblick",0.192,94.466,Blankenfelde-Mahlow
2024-02-25,15:00:00,52.368747,13.403399,,0.476,94.943,Blankenfelde-Mahlow
2024-02-25,15:00:00,52.366447,13.409518,,0.488,95.430,Blankenfelde-Mahlow
2024-02-25,16:08:20,52.516835,13.426471,,16.762,112.192,Blankenfelde-Mahlow
2024-02-25,17:00:00,52.365784,13.366931,,17.274,129.466,Blankenfelde-Mahlow
2024-02-25,17:00:00,52.370087,13.363663,,0.527,129.994,Blankenfelde-Mahlow
2024-02-25,17:00:00,52.391983,13.292136,,5.431,135.425,Blankenfelde-Mahlow
2024-02-25,17:00:00,52.401889,13.272120,,1.749,137.174,Blankenfelde-Mahlow
2024-02-25,17:00:00,52.410300,13.274498,,0.949,138.123,Blankenfelde-Mahlow
2024-02-25,17:00:00,52.430714,13.308986,,3.259,141.382,Blankenfelde-Mahlow
2024-02-25,17:00:00,52.439121,13.316206,,1.055,142.437,Blankenfelde-Mahlow
2024-02-25,17:00:00,52.491719,13.604362,,20.378,162.815,Blankenfelde-Mahlow
2024-02-25,17:00:00,52.496085,13.600858,,0.540,163.356,Blankenfelde-Mahlow
2024-02-25,17:00:00,52.502445,13.596914,,0.756,164.112,Blankenfelde-Mahlow
2024-02-25,19:00:00,52.505166,13.580904,"Alt-Kaulsdorf, 12621 Berlin",1.125,165.237,Blankenfelde-Mahlow
2024-02-25,19:00:00,52.516799,13.426656,"Lichtenberger Straße, 10179 Berlin",10.518,175.755,Blankenfelde-Mahlow
2024-03-04,11:00:00,52.516823,13.426639,"Lichtenberger Straße, 10179 Berlin",0.000,0.000,Blankenfelde-Mahlow
2024-03-04,11:00:00,52.510497,13.421815,,0.776,0.776,Blankenfelde-Mahlow
2024-03-04,11:00:00,52.494995,13.453754,,2.765,3.540,Blankenfelde-Mahlow
2024-03-04,11:00:00,52.476645,13.478957,,2.660,6.200,Blankenfelde-Mahlow
2024-03-04,11:00:00,52.470173,13.464121,,1.236,7.436,Blankenfelde-Mahlow
2024-03-04,11:00:00,52.461275,13.453447,,1.225,8.662,Blankenfelde-Mahlow
2024-03-04,11:00:00,52.423946,13.523856,,6.325,14.987,Blankenfelde-Mahlow
2024-03-04,11:00:00,52.388440,13.509101,,4.073,19.060,Blankenfelde-Mahlow
2024-03-04,11:00:00,52.372450,13.491507,,2.142,21.202,Blankenfelde-Mahlow
2024-03-04,11:00:00,52.366090,13.410741,,5.529,26.730,Blankenfelde-Mahlow
2024-03-04,12:10:55,52.517943,13.427010,,16.921,43.652,Blankenfelde-Mahlow
2024-03-04,12:10:55,52.366090,13.410741,,16.921,60.573,Blankenfelde-Mahlow
2024-03-04,15:00:00,52.366669,13.408771,"Marktplatz, 15831 Waldblick",0.148,60.721,Blankenfelde-Mahlow
2024-03-04,15:00:00,52.359781,13.424030,,1.289,62.010,Blankenfelde-Mahlow
2024-03-04,15:00:00,52.358206,13.436605,,0.872,62.881,Blankenfelde-Mahlow
2024-03-04,15:00:00,52.357027,13.429305,,0.513,63.394,Blankenfelde-Mahlow
2024-03-04,15:00:00,52.361748,13.418943,,0.878,64.272,Blankenfelde-Mahlow
2024-03-04,15:00:00,52.365042,13.416208,,0.411,64.683,Blankenfelde-Mahlow
2024-03-04,15:00:00,52.366567,13.407622,,0.607,65.290,Blankenfelde-Mahlow
2024-03-04,15:56:46,52.366178,13.410528,,0.202,65.492,Blankenfelde-Mahlow
2024-03-04,16:09:23,52.358094,13.436488,,1.979,67.471,Blankenfelde-Mahlow
2024-03-04,16:48:01,52.366064,13.411886,,1.891,69.362,Blankenfelde-Mahlow
2024-03-04,17:00:00,52.368648,13.407203,,0.429,69.790,Blankenfelde-Mahlow
2024-03-04,17:00:00,52.365932,13.411870,,0.438,70.228,Blankenfelde-Mahlow
2024-03-04,17:00:00,52.366076,13.436205,,1.652,71.880,Blankenfelde-Mahlow
2024-03-04,17:00:00,52.363138,13.444691,,0.662,72.543,Blankenfelde-Mahlow
2024-03-04,17:00:00,52.362723,13.455543,,0.738,73.281,Blankenfelde-Mahlow
2024-03-04,17:00:00,52.366158,13.461500,,0.556,73.837,Blankenfelde-Mahlow
2024-03-04,17:00:00,52.369363,13.479311,,1.261,75.098,Blankenfelde-Mahlow
2024-03-04,17:00:00,52.372394,13.484220,,0.474,75.572,Blankenfelde-Mahlow
2024-03-04,17:00:00,52.377330,13.486997,,0.580,76.152,Blankenfelde-Mahlow
2024-03-04,17:00:00,52.392614,13.521469,,2.892,79.044,Blankenfelde-Mahlow
2024-03-04,17:00:00,52.396898,13.519307,,0.499,79.542,Blankenfelde-Mahlow
2024-03-04,17:00:00,52.421379,13.521975,,2.728,82.270,Blankenfelde-Mahlow
2024-03-04,17:00:00,52.427277,13.518830,,0.690,82.960,Blankenfelde-Mahlow
2024-03-04,17:00:00,52.452699,13.462252,,4.764,87.724,Blankenfelde-Mahlow
2024-03-04,17:00:00,52.461861,13.455535,,1.116,88.840,Blankenfelde-Mahlow
2024-03-04,17:00:00,52.463162,13.446736,,0.613,89.454,Blankenfelde-Mahlow
2024-03-04,17:00:00,52.462068,13.431529,,1.037,90.491,Blankenfelde-Mahlow
2024-03-04,17:00:00,52.460859,13.413377,,1.237,91.728,Blankenfelde-Mahlow
2024-03-04,17:00:00,52.469662,13.387384,,2.015,93.743,Blankenfelde-Mahlow
2024-03-04,17:00:00,52.471003,13.370476,,1.155,94.898,Blankenfelde-Mahlow
2024-03-04,17:00:00,52.473753,13.363540,,0.561,95.458,Blankenfelde-Mahlow
2024-03-04,17:00:00,52.473792,13.353372,,0.689,96.147,Blankenfelde-Mahlow
2024-03-04,17:00:00,52.478569,13.343182,,0.871,97.018,Blankenfelde-Mahlow
2024-03-04,17:00:00,52.478236,13.318616,,1.664,98.682,Blankenfelde-Mahlow
2024-03-04,17:00:00,52.498560,13.281778,,3.366,102.048,Blankenfelde-Mahlow
2024-03-04,17:00:00,52.502047,13.281040,,0.391,102.439,Blankenfelde-Mahlow
2024-03-04,17:00:00,52.506449,13.280260,,0.492,102.931,Blankenfelde-Mahlow
2024-03-04,17:00:00,52.508752,13.273514,,0.523,103.455,Blankenfelde-Mahlow
2024-03-04,17:00:00,52.509040,13.263870,,0.653,104.108,Blankenfelde-Mahlow
2024-03-04,17:02:16,52.365961,13.411921,,18.811,122.919,Blankenfelde-Mahlow
2024-03-04,17:59:05,52.509040,13.263809,,18.813,141.731,Blankenfelde-Mahlow
2024-03-04,18:34:43,52.509273,13.262327,,0.104,141.835,Blankenfelde-Mahlow
2024-03-04,21:00:00,52.510273,13.281934,"Königin-Elisabeth-Straße, 14059 Berlin",1.332,143.167,Blankenfelde-Mahlow
2024-03-04,21:00:00,52.517759,13.305288,,1.786,144.953,Blankenfelde-Mahlow
2024-03-04,21:00:00,52.513398,13.319089,,1.052,146.005,Blankenfelde-Mahlow
2024-03-04,21:00:00,52.514672,13.378998,,4.056,150.061,Blankenfelde-Mahlow
2024-03-04,21:00:00,52.515113,13.420295,,2.795,152.856,Blankenfelde-Mahlow
2024-03-04,21:00:00,52.516845,13.425473,,0.400,153.256,Blankenfelde-Mahlow
2024-03-04,21:00:00,52.517350,13.426923,,0.113,153.369,Blankenfelde-Mahlow
2024-03-04,21:00:00,52.512988,13.425835,,0.491,153.860,Blankenfelde-Mahlow
2024-03-04,21:00:00,52.506896,13.428629,,0.703,154.563,Blankenfelde-Mahlow
2024-03-04,21:03:04,52.509128,13.263747,,11.162,165.725,Blankenfelde-Mahlow
2024-03-04,21:03:04,52.516800,13.426645,,11.056,176.781,Blankenfelde-Mahlow
2024-03-04,23:00:00,52.373388,13.546708,"Schönefelder Allee, 12529 Schönefeld",17.903,194.684,Blankenfelde-Mahlow
2024-03-04,23:00:00,52.516802,13.426635,"Lichtenberger Straße, 10179 Berlin",17.903,212.588,Blankenfelde-Mahlow
2024-03-10,07:00:00,52.517106,13.425451,"Lichtenberger Straße, 10179 Berlin",0.000,0.000,Blankenfelde-Mahlow
2024-03-10,09:00:00,52.510824,13.421901,"Michaelkirchstraße, 10179 Berlin",0.739,0.739,Blankenfelde-Mahlow
2024-03-10,09:00:00,52.492996,13.458767,,3.187,3.926,Blankenfelde-Mahlow
